	DEPT	ТАЛЬБЛОК	НАГРУЗКА	ОБОРОТЫ_РОТОРА	СКОРОСТЬ_МЕХАНИЧЕСКАЯ	РАСХОД_НА_ВЫХОДЕ	ВЕС_НА_КРЮКЕ	СКОРОСТЬ_БУРЕНИЯ	ДАВЛЕНИЕ_НА_ВХОДЕ	ДМК	МОМЕНТ_РОТОРА
12116	2448.2	2.596	7.811	78.27	16.19	52.06	92.19	8.77	239.2	6.43	2.513
12117	2448.4	2.393	7.633	78.55	26.42	52.53	92.36	8.39	239.3	5.35	2.497
12118	2448.6	2.19	7.377	78.34	50.39	55.9	92.62	8.83	239.9	2.47	2.471
12119	2448.8	1.986	7.183	78.85	58.16	54.57	92.81	8.63	240.0	1.48	2.46
12120	2449.0	1.783	7.005	79.57	61.09	51.63	92.99	8.37	239.9	0.98	2.455
12121	2449.2	1.58	6.853	80.46	58.9	47.21	93.14	8.05	239.7	1.02	2.455
12122	2449.4	1.377	6.737	81.46	51.82	41.64	93.26	7.67	239.3	1.58	2.461
12123	2449.6	1.173	6.545	83.69	28.75	29.07	93.45	6.6	238.1	3.98	2.478
12124	2449.8	0.97	6.566	84.14	18.78	25.09	93.43	6.51	238.0	4.84	2.489
12125	2450.0	0.767	6.682	83.96	11.0	23.78	93.32	6.72	238.1	5.46	2.499
12126	2450.2	0.563	7.108	82.26	10.11	29.41	92.89	7.89	239.1	5.03	2.518
12127	2450.4	0.36	7.5	80.36	10.32	35.86	92.5	9.04	240.1	4.65	2.529
12128	2450.6	0.157	7.806	78.47	11.01	42.24	92.2	10.01	241.1	4.46	2.529
12129	2450.8	10.039	7.99	76.74	11.74	47.86	92.01	10.71	242.0	4.55	2.518
12130	2451.0	9.882	8.033	75.31	12.14	52.23	91.97	11.08	242.7	4.94	2.496
12131	2451.2	9.679	7.93	74.25	12.0	55.03	92.07	11.11	243.2	5.66	2.464
12132	2451.4	9.475	7.696	73.6	11.22	56.14	92.31	10.83	243.4	6.64	2.424
12133	2451.6	9.272	6.905	73.97	7.41	52.25	93.09	9.08	242.9	9.06	2.334
12134	2451.8	9.068	6.67	73.9	6.4	51.56	93.33	8.87	242.9	9.87	2.307
12135	2452.0	8.864	6.568	73.96	5.87	50.88	93.43	9.04	242.9	10.23	2.3
12136	2452.2	8.661	6.854	74.08	6.5	50.85	93.14	10.33	243.1	9.48	2.344
12137	2452.4	8.457	7.175	74.28	7.38	50.87	92.82	11.69	243.2	8.53	2.394
12138	2452.6	8.254	7.485	74.53	8.4	50.93	92.51	12.97	243.3	7.53	2.444
12139	2452.8	8.05	7.748	74.8	9.47	51.02	92.25	14.06	243.3	6.56	2.487
12140	2453.0	7.846	7.94	75.08	10.5	51.14	92.06	14.88	243.3	5.71	2.52
12141	2453.2	7.643	8.048	75.33	11.44	51.27	91.95	15.39	243.2	5.04	2.541
12142	2453.4	7.439	8.069	75.53	12.26	51.4	91.93	15.57	243.0	4.57	2.549
12143	2453.6	7.236	7.77	75.9	12.49	51.55	92.23	14.78	242.6	4.74	2.519
12144	2453.8	7.032	7.74	75.81	13.2	51.66	92.26	14.64	242.5	4.51	2.512
12145	2454.0	6.829	7.75	75.51	13.93	51.74	92.25	14.53	242.4	4.31	2.506
12146	2454.2	6.625	7.807	75.0	14.66	51.79	92.19	14.48	242.4	4.12	2.5
12147	2454.4	6.421	7.91	74.31	15.37	51.82	92.09	14.48	242.5	3.94	2.496
12148	2454.6	6.218	8.206	72.99	16.82	51.81	91.8	14.93	242.8	3.54	2.503
12149	2454.8	6.014	8.322	72.25	17.04	51.76	91.68	14.92	242.9	3.5	2.499
12150	2455.0	5.811	8.404	71.64	16.85	51.69	91.6	14.8	242.9	3.56	2.493
12151	2455.2	5.607	8.381	71.42	15.14	51.54	91.62	14.29	242.8	3.99	2.481
12152	2455.4	5.403	8.349	71.28	13.64	51.39	91.66	13.85	242.7	4.38	2.471
12153	2455.6	5.2	8.319	71.16	12.59	51.26	91.68	13.54	242.6	4.67	2.462
12154	2455.8	4.996	8.302	71.04	12.18	51.16	91.7	13.41	242.5	4.82	2.457
12155	2456.0	4.793	8.304	70.92	12.49	51.1	91.7	13.49	242.4	4.8	2.455
12156	2456.2	4.589	8.329	70.77	13.55	51.08	91.68	13.77	242.4	4.62	2.457
12157	2456.4	4.385	8.377	70.61	15.29	51.09	91.63	14.24	242.4	4.27	2.463
12158	2456.6	4.182	8.476	70.13	19.52	51.25	91.53	15.44	242.6	3.36	2.475
12159	2456.8	3.978	8.554	70.06	21.42	51.26	91.45	15.93	242.6	2.95	2.486
12160	2457.0	3.775	8.634	70.11	22.77	51.25	91.37	16.25	242.5	2.63	2.498
12161	2457.2	3.571	8.777	70.6	22.9	51.03	91.22	16.09	242.3	2.56	2.521
12162	2457.4	3.368	8.879	71.03	22.59	50.86	91.12	15.87	242.1	2.57	2.538
12163	2457.6	3.164	8.926	71.31	21.94	50.75	91.07	15.65	241.9	2.66	2.547
12164	2457.8	2.96	8.908	71.42	21.02	50.71	91.09	15.45	241.8	2.81	2.546
12165	2458.0	2.757	8.825	71.32	19.91	50.74	91.17	15.32	241.8	3.01	2.534
12166	2458.2	2.553	8.68	71.02	18.67	50.81	91.32	15.26	241.9	3.25	2.513
12167	2458.4	2.35	8.487	70.55	17.38	50.9	91.51	15.29	242.0	3.52	2.484
12168	2458.6	2.146	8.026	69.14	15.95	51.85	91.98	15.59	242.3	3.83	2.411
12169	2458.8	1.942	7.879	68.8	14.77	51.47	92.12	15.67	242.5	4.1	2.39
12170	2459.0	1.739	7.824	68.77	13.74	50.64	92.18	15.71	242.8	4.37	2.384
12171	2459.2	1.535	7.867	69.05	12.89	49.41	92.14	15.7	243.0	4.61	2.394
12172	2459.4	1.332	8.001	69.61	12.24	47.85	92.0	15.63	243.2	4.82	2.419
12173	2459.6	1.128	8.413	71.51	13.38	44.36	91.58	15.5	244.0	4.89	2.499
12174	2459.8	0.924	8.602	72.05	12.53	43.23	91.39	15.28	243.6	5.08	2.527
12175	2460.0	0.721	8.746	72.3	11.37	42.83	91.25	14.97	242.7	5.28	2.543
12176	2460.2	0.517	8.893	71.23	5.64	44.35	91.11	14.6	240.5	5.8	2.532
12177	2460.4	0.314	8.937	70.36	2.04	46.07	91.06	14.15	238.4	6.13	2.513
12178	2460.6	-0.078	8.863	69.87	1.46	47.77	91.14	13.61	236.6	6.21	2.49
12179	2460.8	9.804	8.666	69.91	4.38	49.24	91.34	13.01	235.2	6.01	2.465
12180	2461.0	9.588	8.353	70.53	10.88	50.35	91.65	12.36	234.3	5.52	2.44
12181	2461.2	9.372	7.942	71.73	20.65	51.02	92.06	11.69	234.0	4.76	2.417
12182	2461.4	9.156	7.462	73.44	32.99	51.21	92.54	11.04	234.3	3.81	2.399
12183	2461.6	8.939	6.51	77.44	60.88	49.97	93.49	10.01	236.2	1.53	2.377
12184	2461.8	8.723	6.185	78.99	69.62	49.68	93.81	9.67	237.1	0.92	2.374
12185	2462.0	8.507	6.075	79.87	72.42	49.42	93.92	9.61	238.0	0.83	2.381
12186	2462.2	8.291	6.44	79.2	59.57	49.43	93.56	10.2	238.7	2.23	2.409
12187	2462.4	8.075	6.911	78.16	45.01	49.44	93.09	10.88	239.4	3.69	2.441
12188	2462.6	7.859	7.43	76.9	30.76	49.44	92.57	11.57	239.9	5.02	2.474
12189	2462.8	7.643	7.949	75.57	18.36	49.43	92.05	12.2	240.4	6.06	2.504
12190	2463.0	7.427	8.424	74.27	8.94	49.39	91.58	12.7	240.7	6.71	2.529
12191	2463.2	7.21	8.82	73.1	3.18	49.32	91.18	13.05	240.9	6.92	2.548
12192	2463.4	6.994	9.111	72.14	1.32	49.22	90.89	13.23	241.1	6.67	2.558
12193	2463.6	6.778	9.192	71.42	11.38	49.0	90.93	13.05	241.0	4.93	2.549
12194	2463.8	6.562	9.245	71.0	13.4	48.91	90.83	12.96	241.1	4.37	2.545
12195	2464.0	6.346	9.177	70.87	15.09	48.85	90.82	12.81	241.1	3.98	2.534
12196	2464.2	6.13	9.145	71.43	14.35	48.86	90.39	12.41	241.2	4.18	2.539
12197	2464.4	5.914	8.899	72.05	13.58	48.89	90.34	12.08	241.3	4.42	2.524
12198	2464.6	5.698	8.411	72.62	12.94	48.94	90.78	11.89	241.4	4.63	2.485
12199	2464.8	5.481	7.676	73.05	12.55	49.01	91.77	11.86	241.5	4.77	2.42
12200	2465.0	5.265	6.709	73.29	12.49	49.1	93.29	12.02	241.6	4.8	2.33
12201	2465.2	5.049	5.545	73.3	12.77	49.2	95.3	12.36	241.7	4.73	2.217
12202	2465.4	4.833	4.238	73.08	13.38	49.31	97.68	12.87	241.9	4.55	2.087
12203	2465.6	4.617	2.256	72.24	15.67	49.38	101.88	14.02	242.0	3.79	1.883
12204	2465.8	4.401	1.127	71.76	16.12	49.52	103.93	14.53	242.1	3.68	1.765
12205	2466.0	4.185	0.316	71.27	16.09	49.69	105.28	14.88	242.2	3.73	1.677
12206	2466.2	3.969	-0.136	70.76	14.63	49.85	105.37	14.81	242.3	4.29	1.62
12207	2466.4	3.753	-0.193	70.31	13.14	50.03	104.85	14.66	242.3	4.85	1.604
12208	2466.6	3.536	0.15	69.96	11.82	50.22	103.81	14.47	242.3	5.33	1.629
12209	2466.8	3.32	0.871	69.71	10.81	50.39	102.35	14.29	242.2	5.69	1.694
12210	2467.0	3.104	1.925	69.58	10.2	50.54	100.56	14.13	242.1	5.88	1.795
12211	2467.2	2.888	3.245	69.56	10.05	50.64	98.57	14.01	242.0	5.9	1.925
12212	2467.4	2.672	4.737	69.64	10.34	50.65	96.51	13.94	241.8	5.75	2.076
12213	2467.6	2.456	7.484	70.03	12.18	51.15	93.49	14.1	241.3	4.99	2.36
12214	2467.8	2.24	8.52	70.17	12.73	50.68	92.05	14.04	241.3	4.74	2.466
12215	2468.0	2.024	8.964	70.25	13.08	49.85	91.26	13.93	241.5	4.59	2.511
12216	2468.2	1.807	8.8	70.27	13.18	48.69	91.14	13.78	241.8	4.54	2.493
12217	2468.4	1.591	8.071	70.21	13.03	47.27	91.64	13.6	242.3	4.6	2.418
12218	2468.6	1.375	5.26	70.18	12.02	44.34	94.27	13.33	243.9	5.02	2.133
12219	2468.8	1.159	4.36	69.95	11.67	43.29	95.07	13.12	243.8	5.16	2.036
12220	2469.0	0.943	3.862	69.64	11.41	42.83	95.54	12.94	243.2	5.26	1.978
12221	2469.2	0.727	4.588	68.76	11.23	43.9	94.88	12.57	240.8	5.32	2.028
12222	2469.4	0.511	5.438	68.12	11.21	45.16	94.13	12.36	238.6	5.32	2.098
12223	2469.6	0.295	6.278	67.84	11.34	46.45	93.4	12.36	236.7	5.26	2.176
12224	2469.8	0.078	7.004	68.0	11.63	47.59	92.8	12.57	235.5	5.14	2.254
12225	2470.0	9.961	7.541	68.62	12.06	48.5	92.38	13.0	235.0	4.98	2.325
12226	2470.2	9.74	7.846	69.7	12.59	49.1	92.18	13.62	235.3	4.78	2.384
12227	2470.4	9.519	7.907	71.19	13.18	49.36	92.2	14.37	236.3	4.56	2.429
12228	2470.6	9.298	7.094	74.17	14.55	48.56	93.08	16.15	239.8	4.02	2.428
12229	2470.8	9.077	6.981	75.71	14.75	48.5	93.22	16.57	241.2	3.98	2.453
12230	2471.0	8.856	6.954	76.89	14.54	48.48	93.25	16.54	242.3	4.13	2.475
12231	2471.2	8.635	7.258	77.24	13.19	48.68	92.88	15.3	242.3	4.79	2.5
12232	2471.4	8.414	7.564	77.33	11.8	48.89	92.49	13.97	242.1	5.46	2.52
12233	2471.6	8.193	7.833	77.23	10.54	49.08	92.15	12.72	241.8	6.04	2.532
12234	2471.8	7.971	8.035	76.98	9.53	49.25	91.88	11.66	241.4	6.49	2.536
12235	2472.0	7.75	8.148	76.65	8.87	49.38	91.72	10.88	241.1	6.77	2.533
12236	2472.2	7.529	8.162	76.27	8.6	49.47	91.68	10.44	240.8	6.85	2.522
12237	2472.4	7.308	8.077	75.9	8.72	49.51	91.76	10.35	240.6	6.73	2.505
12238	2472.6	7.087	7.565	75.48	10.04	49.44	92.29	11.33	240.8	6.01	2.455
12239	2472.8	6.866	7.434	75.22	10.53	49.41	92.48	11.57	240.7	5.73	2.439
12240	2473.0	6.645	7.352	75.07	10.96	49.36	92.63	11.76	240.7	5.47	2.429
12241	2473.2	6.424	7.31	75.03	11.3	49.29	92.76	11.87	240.7	5.28	2.425
12242	2473.4	6.203	7.283	75.09	11.55	49.22	92.89	11.9	240.8	5.15	2.424
12243	2473.6	5.982	8.064	75.53	11.22	49.15	92.32	11.6	240.8	5.29	2.508
12244	2473.8	5.761	7.641	75.65	11.48	49.06	92.81	11.55	240.9	5.19	2.468
12245	2474.0	5.54	6.836	75.73	11.87	48.96	93.63	11.53	241.0	5.05	2.389
12246	2474.2	5.319	4.586	75.5	12.5	48.69	95.75	11.38	241.0	4.86	2.158
12247	2474.4	5.098	2.565	75.34	13.19	48.5	97.64	11.37	241.1	4.64	1.952
12248	2474.6	4.877	1.024	75.27	13.89	48.42	99.07	11.52	241.2	4.41	1.798
12249	2474.8	4.656	0.137	75.33	14.56	48.47	99.89	11.86	241.3	4.17	1.714
12250	2475.0	4.435	0.0	75.51	15.15	48.62	100.0	12.37	241.5	3.96	1.709
12251	2475.2	4.214	0.631	75.8	15.63	48.86	99.39	13.03	241.7	3.78	1.785
12252	2475.4	3.993	1.972	76.17	15.95	49.13	98.12	13.78	241.8	3.65	1.934
12253	2475.6	3.772	5.751	77.67	16.85	50.36	94.62	15.42	242.5	3.2	2.36
12254	2475.8	3.551	7.361	77.61	16.44	50.13	93.07	15.83	242.3	3.41	2.524
12255	2476.0	3.33	8.51	77.09	15.51	49.41	91.94	15.83	241.8	3.87	2.628
12256	2476.2	3.109	8.637	74.64	12.66	47.23	91.69	14.81	240.3	5.21	2.579
12257	2476.4	2.888	8.359	72.58	10.14	45.09	91.83	13.67	238.9	6.42	2.497
12258	2476.6	2.667	7.738	71.23	8.3	43.2	92.32	12.56	237.7	7.37	2.395
12259	2476.8	2.446	6.842	70.83	7.36	41.77	93.09	11.58	236.8	7.92	2.287
12260	2477.0	2.225	5.74	71.51	7.46	40.89	94.1	10.83	236.3	8.04	2.184
12261	2477.2	2.004	4.51	73.28	8.61	40.64	95.27	10.38	236.2	7.69	2.094
12262	2477.4	1.783	3.232	76.06	10.73	41.03	96.54	10.27	236.4	6.91	2.023
12263	2477.6	1.561	1.5	82.14	16.49	43.06	98.29	10.53	238.7	4.63	1.98
12264	2477.8	1.34	0.567	85.31	18.8	44.13	99.3	11.13	238.6	3.66	1.96
12265	2478.0	1.119	0.0	87.84	20.35	45.21	99.99	12.04	237.9	2.95	1.965
12266	2478.2	0.898	-0.17	89.56	21.01	46.24	100.32	13.21	236.6	2.54	1.996
12267	2478.4	0.677	0.057	90.38	20.78	47.16	100.28	14.56	234.8	2.46	2.049
12268	2478.6	0.456	1.177	89.58	17.49	47.7	99.49	16.85	230.0	3.46	2.168
12269	2478.8	0.235	1.889	88.85	16.61	48.43	98.93	17.92	228.8	3.64	2.234
12270	2479.0	3.813	2.667	87.56	16.01	49.09	98.23	18.54	228.6	3.75	2.291
12271	2479.2	9.961	3.45	85.15	17.0	49.72	97.38	18.48	231.3	3.28	2.318
12272	2479.4	9.705	4.22	82.69	17.78	50.24	96.51	17.99	234.3	2.96	2.339
12273	2479.6	9.449	4.948	80.38	18.13	50.66	95.66	17.1	237.1	2.87	2.354
12274	2479.8	9.193	5.61	78.39	17.91	50.97	94.88	15.88	239.5	3.04	2.366
12275	2480.0	8.937	6.187	76.82	17.09	51.17	94.19	14.4	241.3	3.51	2.376
12276	2480.2	8.681	6.668	75.74	15.67	51.27	93.61	12.76	242.4	4.25	2.385
12277	2480.4	8.425	7.045	75.16	13.76	51.29	93.15	11.06	242.7	5.21	2.393
12278	2480.6	8.169	7.232	76.15	8.95	51.03	92.94	8.26	240.6	7.48	2.405
12279	2480.8	7.913	7.436	75.99	7.56	51.04	92.69	7.31	240.3	8.17	2.413
12280	2481.0	7.657	7.575	75.74	7.16	51.1	92.52	7.08	240.2	8.38	2.419
12281	2481.2	7.401	7.69	74.83	9.62	51.37	92.39	8.67	240.9	7.28	2.427
12282	2481.4	7.146	7.732	74.03	12.22	51.65	92.33	10.48	241.7	6.09	2.433
12283	2481.6	6.89	7.699	73.44	14.55	51.91	92.36	12.26	242.4	4.97	2.435
12284	2481.8	6.634	7.596	73.12	16.33	52.15	92.46	13.85	243.0	4.06	2.434
12285	2482.0	6.378	7.429	73.09	17.38	52.34	92.62	15.09	243.4	3.45	2.429
12286	2482.2	6.122	7.208	73.36	17.59	52.48	92.84	15.9	243.6	3.19	2.421
12287	2482.4	5.866	6.947	73.9	16.97	52.56	93.09	16.25	243.7	3.29	2.409
12288	2482.6	5.61	6.53	75.55	13.44	52.49	93.51	15.18	243.1	4.59	2.392
12289	2482.8	5.354	6.296	76.11	12.32	52.51	93.72	15.06	242.9	4.94	2.379
12290	2483.0	5.098	6.126	76.42	11.58	52.53	93.86	14.96	242.8	5.18	2.367
12291	2483.2	4.842	6.03	76.47	11.29	52.55	93.92	14.91	242.7	5.27	2.358
12292	2483.4	4.586	6.011	76.27	11.49	52.58	93.89	14.92	242.6	5.2	2.352
12293	2483.6	4.33	6.114	75.06	13.22	52.3	93.68	15.49	242.7	4.58	2.342
12294	2483.8	4.074	6.221	74.87	13.82	52.46	93.55	15.42	242.7	4.36	2.348
12295	2484.0	3.818	6.368	74.94	14.31	52.71	93.41	15.2	242.7	4.19	2.362
12296	2484.2	3.562	6.686	75.45	14.48	54.08	93.21	14.47	242.7	4.13	2.397
12297	2484.4	3.307	6.95	76.21	14.53	54.95	93.05	13.79	242.7	4.1	2.433
12298	2484.6	3.051	7.126	77.2	14.46	55.09	92.93	13.24	242.6	4.12	2.466
12299	2484.8	2.795	7.192	78.39	14.28	54.39	92.86	12.88	242.6	4.19	2.494
12300	2485.0	2.539	7.141	79.73	14.01	52.81	92.85	12.74	242.4	4.28	2.516
12301	2485.2	2.283	6.978	81.18	13.66	50.42	92.89	12.83	242.2	4.4	2.531
12302	2485.4	2.027	6.723	82.68	13.26	47.4	92.98	13.13	241.8	4.55	2.54
12303	2485.6	1.771	5.96	84.42	12.7	40.73	93.33	14.2	241.9	4.75	2.511
12304	2485.8	1.515	5.791	85.71	12.3	38.45	93.35	14.55	241.1	4.89	2.525
12305	2486.0	1.259	5.795	86.76	11.97	37.53	93.28	14.73	240.1	5.01	2.549
12306	2486.2	1.003	6.207	87.86	11.64	40.04	92.99	14.58	237.9	5.15	2.612
12307	2486.4	0.747	6.692	88.45	11.43	43.03	92.65	14.27	236.0	5.24	2.669
12308	2486.6	0.491	7.196	88.47	11.37	46.1	92.31	13.82	234.5	5.26	2.715
12309	2486.8	0.235	7.674	87.88	11.46	48.9	91.99	13.26	233.7	5.23	2.745
12310	2487.0	10.196	8.085	86.71	11.68	51.2	91.71	12.6	233.5	5.14	2.755
12311	2487.2	10.039	8.396	85.04	12.01	52.83	91.5	11.88	234.0	5.0	2.744
12312	2487.4	9.82	8.579	83.0	12.41	53.7	91.39	11.14	235.2	4.84	2.712
12313	2487.6	9.601	8.739	78.76	13.55	52.43	91.23	10.2	238.7	4.34	2.63
12314	2487.8	9.381	8.568	77.25	13.66	52.42	91.4	9.61	240.2	4.32	2.575
12315	2488.0	9.162	8.193	76.61	13.44	52.33	91.74	9.18	241.3	4.46	2.52
12316	2488.2	8.943	7.63	76.88	12.89	52.23	92.25	8.94	241.9	4.76	2.467
12317	2488.4	8.724	6.91	77.99	12.05	52.15	92.89	8.89	242.1	5.2	2.418
12318	2488.6	8.504	5.706	82.13	9.82	52.33	93.92	9.11	240.7	6.32	2.386
12319	2488.8	8.285	4.968	83.6	9.12	52.3	94.61	9.4	240.5	6.66	2.346
12320	2489.0	8.066	4.371	84.54	8.83	52.28	95.19	9.8	240.4	6.79	2.31
12321	2489.2	7.847	3.92	83.91	9.83	52.29	95.72	10.48	240.8	6.26	2.259
12322	2489.4	7.627	3.695	83.07	10.85	52.3	96.05	11.15	241.3	5.71	2.225
12323	2489.6	7.408	3.714	82.16	11.72	52.31	96.12	11.75	241.7	5.25	2.214
12324	2489.8	7.189	3.985	81.31	12.33	52.32	95.93	12.23	242.1	4.92	2.229
12325	2490.0	6.97	4.498	80.62	12.58	52.32	95.49	12.58	242.4	4.77	2.269
12326	2490.2	6.75	5.227	80.14	12.46	52.32	94.81	12.78	242.6	4.82	2.334
12327	2490.4	6.531	6.132	79.9	11.99	52.31	93.92	12.83	242.7	5.05	2.42
12328	2490.6	6.312	7.665	80.5	9.93	52.28	92.34	12.39	242.4	6.09	2.581
12329	2490.8	6.093	8.558	80.47	9.46	52.28	91.45	12.34	242.4	6.34	2.67
12330	2491.0	5.873	9.268	80.4	9.35	52.28	90.73	12.34	242.4	6.42	2.739
12331	2491.2	5.654	9.471	80.1	10.31	52.29	90.49	12.59	242.5	5.99	2.755
12332	2491.4	5.435	9.587	79.81	11.33	52.3	90.35	12.81	242.5	5.52	2.763
12333	2491.6	5.216	9.659	79.54	12.28	52.33	90.28	12.98	242.6	5.07	2.766
12334	2491.8	4.996	9.723	79.33	13.05	52.36	90.24	13.07	242.6	4.7	2.769
12335	2492.0	4.777	9.8	79.17	13.55	52.4	90.2	13.07	242.5	4.43	2.773
12336	2492.2	4.558	9.901	79.08	13.74	52.44	90.15	12.97	242.4	4.3	2.78
12337	2492.4	4.339	10.023	79.04	13.59	52.47	90.07	12.76	242.3	4.32	2.79
12338	2492.6	4.119	10.497	79.5	12.8	52.49	89.9	12.35	242.0	4.55	2.843
12339	2492.8	3.9	10.489	79.39	12.16	52.5	89.78	12.05	241.9	4.86	2.837
12340	2493.0	3.681	10.328	79.16	11.4	52.47	89.67	11.76	241.8	5.26	2.813
12341	2493.2	3.462	10.015	78.84	10.57	52.4	89.57	11.5	241.8	5.75	2.773
12342	2493.4	3.242	9.563	78.49	9.72	52.29	89.5	11.3	241.9	6.28	2.718
12343	2493.6	3.023	8.734	77.0	8.42	52.39	89.2	11.02	242.1	7.23	2.601
12344	2493.8	2.804	8.186	77.29	7.96	52.03	89.34	11.03	242.1	7.54	2.552
12345	2494.0	2.585	7.687	78.2	7.88	51.5	89.64	11.2	242.2	7.62	2.523
12346	2494.2	2.365	7.233	80.65	8.54	50.34	90.42	11.63	242.4	7.14	2.534
12347	2494.4	2.146	6.889	83.23	9.41	49.28	91.19	12.17	242.4	6.55	2.559
12348	2494.6	1.927	6.67	85.69	10.41	48.44	91.86	12.76	242.3	5.93	2.594
12349	2494.8	1.708	6.585	87.83	11.47	47.92	92.39	13.39	242.0	5.33	2.637
12350	2495.0	1.488	6.631	89.5	12.51	47.74	92.73	14.01	241.6	4.79	2.683
12351	2495.2	1.269	6.797	90.58	13.48	47.93	92.87	14.6	241.1	4.35	2.728
12352	2495.4	1.05	7.063	91.0	14.34	48.46	92.8	15.13	240.4	4.03	2.769
12353	2495.6	0.831	7.765	90.93	15.1	50.13	92.09	15.76	239.0	3.98	2.844
12354	2495.8	0.611	7.995	89.89	15.59	50.84	91.88	16.01	238.7	3.85	2.848
12355	2496.0	0.392	8.098	88.17	15.87	51.39	91.73	16.06	238.8	3.78	2.822
12356	2496.2	10.039	7.77	84.29	15.79	51.4	91.88	15.66	239.9	3.79	2.704
12357	2496.4	9.808	7.452	80.73	15.56	51.34	92.01	15.2	241.2	3.84	2.592
12358	2496.6	9.576	7.202	77.92	15.21	51.26	92.08	14.72	242.3	3.93	2.503
12359	2496.8	9.344	7.066	76.14	14.78	51.19	92.06	14.29	243.3	4.05	2.448
12360	2497.0	9.113	7.072	75.57	14.31	51.16	91.92	13.92	244.0	4.19	2.433
12361	2497.2	8.881	7.231	76.27	13.83	51.2	91.67	13.65	244.4	4.34	2.461
12362	2497.4	8.649	7.539	78.18	13.38	51.31	91.31	13.47	244.5	4.49	2.53
12363	2497.6	8.418	8.284	83.92	12.72	51.67	90.64	13.64	243.7	4.73	2.727
12364	2497.8	8.186	8.703	86.56	12.52	51.84	90.19	13.55	243.5	4.79	2.824
12365	2498.0	7.954	9.072	88.68	12.51	51.98	89.76	13.42	243.3	4.79	2.904
12366	2498.2	7.723	9.367	90.15	12.69	52.1	89.38	13.25	243.1	4.73	2.963
12367	2498.4	7.491	9.57	90.91	13.02	52.18	89.05	13.05	243.0	4.62	2.997
12368	2498.6	7.259	9.668	89.47	14.3	52.18	88.81	12.8	243.3	4.16	2.974
12369	2498.8	7.028	9.652	89.5	14.46	52.22	88.64	12.51	243.2	4.12	2.97
12370	2499.0	6.796	9.522	89.56	14.31	52.25	88.56	12.21	243.0	4.19	2.955
12371	2499.2	6.565	9.313	89.93	12.93	52.25	88.44	11.71	242.7	4.74	2.937
12372	2499.4	6.333	8.991	90.32	11.7	52.26	88.46	11.31	242.4	5.22	2.909
12373	2499.6	6.101	8.571	90.71	10.8	52.26	88.64	11.06	242.1	5.58	2.873
12374	2499.8	5.87	8.076	91.08	10.36	52.27	88.96	10.99	241.8	5.77	2.831
12375	2500.0	5.638	7.537	91.41	10.43	52.29	89.4	11.12	241.6	5.75	2.785
12376	2500.2	5.406	6.996	91.67	11.01	52.31	89.92	11.44	241.5	5.55	2.74
12377	2500.4	5.175	6.504	91.83	12.04	52.32	90.46	11.94	241.4	5.17	2.699
12378	2500.6	4.943	5.275	92.27	15.41	52.41	92.03	12.95	241.5	3.84	2.595
12379	2500.8	4.711	5.373	91.99	16.16	52.38	91.97	13.54	241.5	3.62	2.604
12380	2501.0	4.48	5.972	91.4	16.22	52.3	91.34	14.06	241.6	3.7	2.657
12381	2501.2	4.248	8.071	90.02	14.17	52.03	88.99	14.5	241.8	4.73	2.842
12382	2501.4	4.016	10.093	88.63	12.06	51.79	86.7	14.79	242.0	5.76	3.018
12383	2501.6	3.785	11.79	87.35	10.17	51.59	84.75	14.9	242.1	6.65	3.162
12384	2501.8	3.553	12.975	86.31	8.73	51.44	83.35	14.82	242.1	7.29	3.258
12385	2502.0	3.321	13.524	85.57	7.87	51.34	82.64	14.58	241.9	7.62	3.295
12386	2502.2	3.09	13.379	85.19	7.67	51.28	82.69	14.19	241.6	7.61	3.269
12387	2502.4	2.858	12.546	85.19	8.14	51.23	83.49	13.69	241.3	7.27	3.181
12388	2502.6	2.627	9.842	85.84	10.8	51.91	86.34	12.56	240.1	5.82	2.913
12389	2502.8	2.395	8.343	86.47	11.75	51.47	87.89	12.22	239.9	5.25	2.773
12390	2503.0	2.163	6.908	87.31	12.48	50.65	89.39	12.14	240.0	4.81	2.646
12391	2503.2	1.932	5.616	88.31	12.94	49.5	90.75	12.33	240.3	4.51	2.54
12392	2503.4	1.7	4.523	89.41	13.12	48.08	91.91	12.77	240.8	4.39	2.458
12393	2503.6	1.468	4.164	91.03	12.17	45.04	92.38	14.09	243.5	4.86	2.469
12394	2503.8	1.237	3.351	91.93	12.23	44.02	93.22	14.65	243.0	4.86	2.412
12395	2504.0	1.005	2.605	92.54	12.49	43.64	93.97	15.06	241.6	4.8	2.354
12396	2504.2	0.773	1.466	92.54	13.02	44.83	94.91	15.04	236.7	4.59	2.24
12397	2504.4	0.542	0.669	92.36	13.76	46.27	95.57	14.95	232.2	4.34	2.156
12398	2504.6	0.31	0.314	92.07	14.71	47.77	95.91	14.83	228.7	4.07	2.113
12399	2504.8	0.078	0.458	91.73	15.84	49.18	95.88	14.7	226.5	3.79	2.119
12400	2505.0	9.961	1.113	91.37	17.1	50.39	95.48	14.6	226.0	3.51	2.176
12401	2505.2	9.758	2.25	91.04	18.44	51.31	94.73	14.53	227.2	3.25	2.282
12402	2505.4	9.554	3.794	90.76	19.79	51.9	93.68	14.51	229.9	3.02	2.43
